"ano_ingresso_destino","periodo_ingresso_destino","curso_origem","forma_reingresso"
1991,1,"ENGENHARIA ELÉTRICA","TRANSF POR LEI"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1983,2,"QUÍMICA","MUDANCA DE CURSO"
1994,1,"ENGENHARIA ELÉTRICA","VESTIBULAR"
1983,1,"QUÍMICA","VESTIBULAR"
1998,1,"ENGENHARIA CIVIL","VESTIBULAR"
1989,2,"ENGENHARIA MECÂNICA","VESTIBULAR"
1988,1,"FARMÁCIA","NOVA HABILITACAO"
1983,2,"QUÍMICA","VESTIBULAR"
1986,1,"QUÍMICA","NOVA HABILITACAO"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1983,1,"ENGENHARIA ELÉTRICA","VESTIBULAR"
1988,1,"FARMÁCIA","NOVA HABILITACAO"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
1989,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1987,2,"ECONOMIA DOMÉSTICA","VESTIBULAR"
1985,2,"GEOGRAFIA","NOVA HABILITACAO"
1987,1,"GEOGRAFIA","NOVA HABILITACAO"
1985,1,"ECONOMIA DOMÉSTICA","MUDANCA DE CURSO"
1984,1,"MEDICINA","VESTIBULAR"
1986,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1983,2,"ECONOMIA DOMÉSTICA","MUDANCA DE CURSO"
1987,2,"PSICOLOGIA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,1,"LETRAS","NOVA HABILITACAO"
1985,2,"PSICOLOGIA","NOVA HABILITACAO"
1986,1,"FARMÁCIA","NOVA HABILITACAO"
1987,2,"FARMÁCIA","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,2,"GEOGRAFIA","NOVA HABILITACAO"
2015,1,"ENGENHARIA MECÂNICA","SELEÇÃO SISU"
2002,1,"GEOGRAFIA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,2,"GEOGRAFIA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
2001,1,"PROCESSAMENTO DE DADOS","ADMISSAO DE GRADUADO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,2,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1997,1,"AGRONOMIA","CONVENIO ECT-UFC"
1989,1,"ENGENHARIA MECÂNICA","VESTIBULAR"
1983,2,"AGRONOMIA","VESTIBULAR"
1987,1,"AGRONOMIA","TRANSF REGULAR"
1987,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1988,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,1,"GEOGRAFIA","NOVA HABILITACAO"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
2017,1,"ODONTOLOGIA","SELEÇÃO SISU"
1986,2,"ENGENHARIA MECÂNICA","VESTIBULAR"
1991,1,"AGRONOMIA","ADMISSAO DE GRADUADO"
1986,1,"ODONTOLOGIA","ADMISSAO DE GRADUADO"
1988,1,"PSICOLOGIA","NOVA HABILITACAO"
1986,2,"GEOGRAFIA","NOVA HABILITACAO"
1994,1,"ENGENHARIA MECÂNICA","VESTIBULAR"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1989,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1986,2,"ENGENHARIA MECÂNICA","VESTIBULAR"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
1990,1,"AGRONOMIA","ADMISSAO DE GRADUADO"
1990,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1986,1,"AGRONOMIA","ADMISSAO DE GRADUADO"
1989,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,1,"ENGENHARIA MECÂNICA","VESTIBULAR"
1981,2,"FARMÁCIA","NOVA HABILITACAO"
1989,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1987,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1990,1,"ENGENHARIA MECÂNICA","VESTIBULAR"
1988,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1988,2,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1987,1,"ESTATÍSTICA","MUDANCA DE CURSO"
1981,2,"AGRONOMIA","ADMISSAO DE GRADUADO"
1982,1,"AGRONOMIA","VESTIBULAR"
1986,1,"GEOGRAFIA","NOVA HABILITACAO"
1987,2,"PSICOLOGIA","NOVA HABILITACAO"
1990,1,"PROCESSAMENTO DE DADOS","ADMISSAO DE GRADUADO"
1991,1,"PSICOLOGIA","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1987,2,"PSICOLOGIA","NOVA HABILITACAO"
1987,1,"GEOGRAFIA","NOVA HABILITACAO"
1991,1,"GEOGRAFIA","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"MATEMÁTICA","NOVA HABILITACAO"
1988,2,"PSICOLOGIA","NOVA HABILITACAO"
1988,2,"PSICOLOGIA","NOVA HABILITACAO"
1983,1,"FARMÁCIA","NOVA HABILITACAO"
1986,2,"LETRAS","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
1989,2,"ENGENHARIA ELÉTRICA","MUDANCA DE CURSO"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1987,1,"LETRAS","NOVA HABILITACAO"
1989,1,"FARMÁCIA","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1987,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,1,"ENFERMAGEM","NOVA HABILITACAO"
1985,2,"GEOLOGIA","VESTIBULAR"
1994,1,"GEOLOGIA","TRANSF POR LEI"
1985,2,"LETRAS","NOVA HABILITACAO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,1,"ENFERMAGEM","NOVA HABILITACAO"
1986,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"ENGENHARIA CIVIL","VESTIBULAR"
1985,2,"GEOLOGIA","MUDANCA DE CURSO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1990,2,"ENGENHARIA CIVIL","VESTIBULAR"
1999,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,2,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1985,2,"ENGENHARIA DE PESCA","VESTIBULAR"
2000,1,"FARMÁCIA","NOVA HABILITACAO"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1987,2,"LETRAS","NOVA HABILITACAO"
1989,1,"ENGENHARIA QUÍMICA","VESTIBULAR"
1986,1,"ENFERMAGEM","NOVA HABILITACAO"
2000,2,"ENGENHARIA DE PESCA","NOVA HABILITACAO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,1,"ENFERMAGEM","NOVA HABILITACAO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,1,"ENFERMAGEM","NOVA HABILITACAO"
1991,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,2,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1985,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1989,2,"LETRAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1988,1,"LETRAS","NOVA HABILITACAO"
1988,2,"PSICOLOGIA","NOVA HABILITACAO"
1985,1,"LETRAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"ENFERMAGEM","NOVA HABILITACAO"
1989,1,"ENGENHARIA CIVIL","VESTIBULAR"
2004,2,"ENGENHARIA CIVIL","VESTIBULAR"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1989,1,"ESTATÍSTICA","ADMISSAO DE GRADUADO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,2,"ESTATÍSTICA","VESTIBULAR"
1987,2,"ENGENHARIA QUÍMICA","VESTIBULAR"
1983,2,"ENGENHARIA MECÂNICA","VESTIBULAR"
1988,2,"ENFERMAGEM","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
2019,1,"FÍSICA","SELEÇÃO SISU"
1984,1,"ESTATÍSTICA","VESTIBULAR"
1987,1,"ARQUITETURA E URBANISMO","VESTIBULAR"
1983,1,"ARQUITETURA E URBANISMO","CORTESIA DIPLOMATICA"
2001,2,"LETRAS","NOVA HABILITACAO"
1988,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1988,2,"LETRAS","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1984,1,"ESTATÍSTICA","VESTIBULAR"
1987,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1998,1,"ESTATÍSTICA","VESTIBULAR"
1987,1,"LETRAS","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
1991,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,2,"LETRAS","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1985,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1984,1,"FÍSICA","VESTIBULAR"
1987,1,"LETRAS","NOVA HABILITACAO"
1986,2,"LETRAS","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1987,2,"ESTATÍSTICA","VESTIBULAR"
1981,2,"DIREITO (DIURNO)","VESTIBULAR"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1984,1,"BIBLIOTECONOMIA","MUDANCA DE CURSO"
1989,1,"FÍSICA","VESTIBULAR"
1985,1,"FÍSICA","NOVA HABILITACAO"
1981,2,"FÍSICA","VESTIBULAR"
1987,1,"LETRAS","NOVA HABILITACAO"
1992,2,"PSICOLOGIA","NOVA HABILITACAO"
1986,2,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1989,2,"CIÊNCIAS CONTÁBEIS (DIURNO)","VESTIBULAR"
1986,1,"CIÊNCIAS CONTÁBEIS (DIURNO)","VESTIBULAR"
1985,2,"LETRAS","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1984,1,"ENGENHARIA MECÂNICA","VESTIBULAR"
1988,2,"ENGENHARIA QUÍMICA","VESTIBULAR"
1987,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1993,1,"PSICOLOGIA","NOVA HABILITACAO"
1985,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1988,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,2,"CIÊNCIAS","NOVA HABILITACAO"
1987,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
1985,2,"CIÊNCIAS","NOVA HABILITACAO"
1987,1,"CIÊNCIAS","VESTIBULAR"
1988,2,"ENGENHARIA CIVIL","VESTIBULAR"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1985,1,"CIÊNCIAS SOCIAIS (DIURNO)","MUDANCA DE CURSO"
1988,1,"CIÊNCIAS","NOVA HABILITACAO"
1988,2,"CIÊNCIAS","NOVA HABILITACAO"
1997,2,"CIÊNCIAS","ADMISSAO DE GRADUADO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1983,2,"CIÊNCIAS","MUDANCA DE CURSO"
1987,1,"CIÊNCIAS","NOVA HABILITACAO"
1987,2,"CIÊNCIAS","NOVA HABILITACAO"
1988,2,"CIÊNCIAS","NOVA HABILITACAO"
1983,2,"CIÊNCIAS","MUDANCA DE CURSO"
1983,1,"CIÊNCIAS","MUDANCA DE CURSO"
1990,1,"PSICOLOGIA","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,1,"CIÊNCIAS","NOVA HABILITACAO"
1987,1,"CIÊNCIAS","NOVA HABILITACAO"
1989,2,"PSICOLOGIA","NOVA HABILITACAO"
1995,1,"ENGENHARIA CIVIL","VESTIBULAR"
1983,2,"CIÊNCIAS","MUDANCA DE CURSO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1983,2,"CIÊNCIAS","MUDANCA DE CURSO"
1983,2,"CIÊNCIAS","MUDANCA DE CURSO"
1986,1,"CIÊNCIAS","NOVA HABILITACAO"
1986,1,"CIÊNCIAS","NOVA HABILITACAO"
1987,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,2,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1984,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
1986,2,"GEOGRAFIA","NOVA HABILITACAO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,2,"LETRAS","NOVA HABILITACAO"
1984,1,"FÍSICA","VESTIBULAR"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1985,2,"ENFERMAGEM","NOVA HABILITACAO"
1987,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1999,1,"ENGENHARIA CIVIL","VESTIBULAR"
1988,1,"ENFERMAGEM","NOVA HABILITACAO"
1986,1,"ENFERMAGEM","NOVA HABILITACAO"
1986,2,"ENFERMAGEM","NOVA HABILITACAO"
1988,1,"ENFERMAGEM","NOVA HABILITACAO"
1985,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,2,"PSICOLOGIA","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1988,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1989,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,2,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1983,2,"CIÊNCIAS SOCIAIS (DIURNO)","MUDANCA DE CURSO"
1987,1,"ENGENHARIA QUÍMICA","ADMISSAO DE GRADUADO"
1987,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1989,1,"LETRAS","NOVA HABILITACAO"
1985,2,"ENGENHARIA MECÂNICA","VESTIBULAR"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"ENFERMAGEM","NOVA HABILITACAO"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"QUÍMICA INDUSTRIAL","MUDANCA DE CURSO"
2002,2,"CIÊNCIAS CONTÁBEIS (DIURNO)","ADMISSAO DE GRADUADO"
1985,2,"DIREITO (DIURNO)","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
1992,2,"FARMÁCIA","NOVA HABILITACAO"
1988,1,"PSICOLOGIA","NOVA HABILITACAO"
1985,2,"ENFERMAGEM","NOVA HABILITACAO"
1983,1,"FARMÁCIA","NOVA HABILITACAO"
1986,2,"LETRAS","NOVA HABILITACAO"
1986,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1995,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"FARMÁCIA","NOVA HABILITACAO"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1987,1,"PSICOLOGIA","NOVA HABILITACAO"
1988,2,"LETRAS","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1987,2,"LETRAS","NOVA HABILITACAO"
1986,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1983,1,"MATEMÁTICA","VESTIBULAR"
1988,2,"PSICOLOGIA","NOVA HABILITACAO"
1986,2,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1986,2,"LETRAS","NOVA HABILITACAO"
1991,1,"MATEMÁTICA","VESTIBULAR"
1985,1,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"FARMÁCIA","NOVA HABILITACAO"
1983,1,"FÍSICA","MUDANCA DE CURSO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1985,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1988,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1987,2,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1983,2,"ENGENHARIA MECÂNICA","VESTIBULAR"
2002,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1985,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1987,2,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1988,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1990,2,"AGRONOMIA","VESTIBULAR"
2011,1,"COMUNICAÇÃO SOCIAL","SELEÇÃO SISU"
1991,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1986,2,"ESTATÍSTICA","MUDANCA DE CURSO"
1988,1,"MATEMÁTICA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1991,1,"PSICOLOGIA","NOVA HABILITACAO"
1987,2,"GEOGRAFIA","NOVA HABILITACAO"
1985,2,"MATEMÁTICA","MUDANCA DE CURSO"
1989,1,"QUÍMICA INDUSTRIAL","ADMISSAO DE GRADUADO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1988,1,"FARMÁCIA","NOVA HABILITACAO"
1996,1,"ENGENHARIA MECÂNICA","ADMISSAO DE GRADUADO"
1987,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1988,2,"HISTÓRIA","NOVA HABILITACAO"
1988,1,"FARMÁCIA","NOVA HABILITACAO"
1986,2,"QUÍMICA","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1988,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1987,1,"LETRAS","NOVA HABILITACAO"
1990,1,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"LETRAS","NOVA HABILITACAO"
1989,1,"CIÊNCIAS SOCIAIS (DIURNO)","NOVA HABILITACAO"
1986,2,"LETRAS","NOVA HABILITACAO"
1985,1,"MATEMÁTICA","MUDANCA DE CURSO"
1986,1,"QUÍMICA","MUDANCA DE CURSO"
1986,1,"LETRAS","NOVA HABILITACAO"
1986,1,"FARMÁCIA","NOVA HABILITACAO"
1983,2,"QUÍMICA","MUDANCA DE CURSO"
2005,1,"ENGENHARIA ELÉTRICA","VESTIBULAR"
1986,2,"GEOGRAFIA","NOVA HABILITACAO"
1991,1,"MATEMÁTICA","NOVA HABILITACAO"
1984,1,"QUÍMICA","MUDANCA DE CURSO"
1986,1,"LETRAS","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
1986,1,"PSICOLOGIA","NOVA HABILITACAO"
1989,2,"ENGENHARIA CIVIL","VESTIBULAR"
1986,2,"PSICOLOGIA","NOVA HABILITACAO"
1986,2,"ENGENHARIA CIVIL","VESTIBULAR"
1986,1,"ENGENHARIA CIVIL","VESTIBULAR"
1983,1,"ENGENHARIA CIVIL","VESTIBULAR"
1995,1,"FARMÁCIA","ADMISSAO DE GRADUADO"
1990,1,"FARMÁCIA","NOVA HABILITACAO"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"FARMÁCIA","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
2002,2,"CIÊNCIAS ECONÔMICAS (DIURNO)","ADMISSAO DE GRADUADO"
1988,1,"FARMÁCIA","NOVA HABILITACAO"
1983,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
1988,2,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1989,2,"FARMÁCIA","NOVA HABILITACAO"
1987,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","VESTIBULAR"
1998,1,"CIÊNCIAS ECONÔMICAS (DIURNO)","TRANSF POR LEI"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1989,1,"FARMÁCIA","NOVA HABILITACAO"
1989,1,"ECONOMIA DOMÉSTICA","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1984,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1990,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1998,2,"LETRAS","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1989,1,"FARMÁCIA","NOVA HABILITACAO"
1989,2,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"ESTATÍSTICA","MUDANCA DE CURSO"
1985,2,"ESTATÍSTICA","MUDANCA DE CURSO"
1985,2,"LETRAS","NOVA HABILITACAO"
1988,2,"ENGENHARIA DE ALIMENTOS","MUDANCA DE CURSO"
1984,1,"ENGENHARIA CIVIL","VESTIBULAR"
1985,2,"QUÍMICA","MUDANCA DE CURSO"
1987,2,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1989,1,"FARMÁCIA","NOVA HABILITACAO"
1981,2,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,2,"PSICOLOGIA","NOVA HABILITACAO"
1987,1,"QUÍMICA","MUDANCA DE CURSO"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1982,2,"CIÊNCIAS BIOLÓGICAS","TRANSF POR LEI"
1983,1,"CIÊNCIAS BIOLÓGICAS","VESTIBULAR"
1986,2,"MATEMÁTICA","MUDANCA DE CURSO"
1984,1,"QUÍMICA","MUDANCA DE CURSO"
1983,2,"MATEMÁTICA","VESTIBULAR"
1988,1,"QUÍMICA","NOVA HABILITACAO"
1989,1,"MATEMÁTICA","NOVA HABILITACAO"
1985,2,"MATEMÁTICA","VESTIBULAR"
1988,1,"FARMÁCIA","NOVA HABILITACAO"
1993,1,"LETRAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1989,2,"FARMÁCIA","NOVA HABILITACAO"
1987,1,"FARMÁCIA","NOVA HABILITACAO"
1985,1,"MATEMÁTICA","NOVA HABILITACAO"
2003,1,"PSICOLOGIA","NOVA HABILITACAO"
1988,1,"MATEMÁTICA","NOVA HABILITACAO"
1988,1,"QUÍMICA INDUSTRIAL","ADMISSAO DE GRADUADO"
1983,1,"MATEMÁTICA","MUDANCA DE CURSO"
1994,1,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1988,2,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"MATEMÁTICA","MUDANCA DE CURSO"
1985,2,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1986,2,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1982,1,"FARMÁCIA","NOVA HABILITACAO"
1997,1,"FARMÁCIA","NOVA HABILITACAO"
2002,1,"PSICOLOGIA","NOVA HABILITACAO"
1989,2,"CIÊNCIAS BIOLÓGICAS","NOVA HABILITACAO"
1981,1,"ENFERMAGEM","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1988,1,"PSICOLOGIA","NOVA HABILITACAO"
1986,1,"FÍSICA","MUDANCA DE CURSO"
1987,2,"FARMÁCIA","NOVA HABILITACAO"
1986,1,"FÍSICA","MUDANCA DE CURSO"
1988,1,"LETRAS","NOVA HABILITACAO"
1985,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"LETRAS","NOVA HABILITACAO"
1986,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,1,"LETRAS","NOVA HABILITACAO"
1990,1,"FARMÁCIA","NOVA HABILITACAO"
1986,2,"FARMÁCIA","NOVA HABILITACAO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1987,2,"LETRAS","MUDANCA DE CURSO"
1981,2,"FARMÁCIA","NOVA HABILITACAO"
1987,2,"FARMÁCIA","NOVA HABILITACAO"
1987,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1985,2,"ESTATÍSTICA","MUDANCA DE CURSO"
1984,1,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,2,"CIÊNCIAS BIOLÓGICAS","MUDANCA DE CURSO"
1983,2,"PEDAGOGIA (DIURNO)","NOVA HABILITACAO"
1986,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1987,1,"DIREITO (DIURNO)","NOVA HABILITACAO"
1990,2,"FARMÁCIA","NOVA HABILITACAO"
